1	-4.	-4.	0.	-2.5236e-002	
2	-4.	4.	0.	-2.5237e-002	
3	-4.	-3.9298	0.	-2.5875e-002	
4	-4.	-3.8596	0.	-2.6496e-002	
5	-4.	-3.7895	0.	-2.7096e-002	
6	-4.	-3.7193	0.	-2.7674e-002	
7	-4.	-3.6491	0.	-2.8234e-002	
8	-4.	-3.5789	0.	-2.8764e-002	
9	-4.	-3.5088	0.	-2.9252e-002	
10	-4.	-3.4386	0.	-2.9712e-002	
11	-4.	-3.3684	0.	-3.0124e-002	
12	-4.	-3.2982	0.	-3.0504e-002	
13	-4.	-3.2281	0.	-3.0822e-002	
14	-4.	-3.1579	0.	-3.1084e-002	
15	-4.	-3.0877	0.	-3.128e-002	
16	-4.	-3.0175	0.	-3.1409e-002	
17	-4.	-2.9474	0.	-3.1467e-002	
18	-4.	-2.8772	0.	-3.1448e-002	
19	-4.	-2.807	0.	-3.1341e-002	
20	-4.	-2.7368	0.	-3.1144e-002	
21	-4.	-2.6667	0.	-3.0862e-002	
22	-4.	-2.5965	0.	-3.0458e-002	
23	-4.	-2.5263	0.	-2.9957e-002	
24	-4.	-2.4561	0.	-2.9337e-002	
25	-4.	-2.386	0.	-2.8601e-002	
26	-4.	-2.3158	0.	-2.7756e-002	
27	-4.	-2.2456	0.	-2.6761e-002	
28	-4.	-2.1754	0.	-2.5655e-002	
29	-4.	-2.1053	0.	-2.4438e-002	
30	-4.	-2.0351	0.	-2.3059e-002	
31	-4.	-1.9649	0.	-2.1546e-002	
32	-4.	-1.8947	0.	-1.9918e-002	
33	-4.	-1.8246	0.	-1.8171e-002	
34	-4.	-1.7544	0.	-1.629e-002	
35	-4.	-1.6842	0.	-1.4311e-002	
36	-4.	-1.614	0.	-1.221e-002	
37	-4.	-1.5439	0.	-9.9867e-003	
38	-4.	-1.4737	0.	-7.6936e-003	
39	-4.	-1.4035	0.	-5.3138e-003	
40	-4.	-1.3333	0.	-2.8776e-003	
41	-4.	-1.2632	0.	-4.0409e-004	
42	-4.	-1.193	0.	2.1129e-003	
43	-4.	-1.1228	0.	4.6227e-003	
44	-4.	-1.0526	0.	7.1426e-003	
45	-4.	-0.98246	0.	9.6564e-003	
46	-4.	-0.91228	0.	1.2104e-002	
47	-4.	-0.84211	0.	1.4495e-002	
48	-4.	-0.77193	0.	1.6784e-002	
