1	-4.	-4.	0.	-1.6e-002	
2	-4.	4.	0.	1.6007e-002	
3	-4.	-3.9298	0.	-1.7195e-002	
4	-4.	-3.8596	0.	-1.8442e-002	
5	-4.	-3.7895	0.	-1.9743e-002	
6	-4.	-3.7193	0.	-2.1082e-002	
7	-4.	-3.6491	0.	-2.2463e-002	
8	-4.	-3.5789	0.	-2.3903e-002	
9	-4.	-3.5088	0.	-2.5389e-002	
10	-4.	-3.4386	0.	-2.6933e-002	
11	-4.	-3.3684	0.	-2.8487e-002	
12	-4.	-3.2982	0.	-3.0119e-002	
13	-4.	-3.2281	0.	-3.1767e-002	
14	-4.	-3.1579	0.	-3.347e-002	
15	-4.	-3.0877	0.	-3.5183e-002	
16	-4.	-3.0175	0.	-3.6953e-002	
17	-4.	-2.9474	0.	-3.8737e-002	
18	-4.	-2.8772	0.	-4.0517e-002	
19	-4.	-2.807	0.	-4.235e-002	
20	-4.	-2.7368	0.	-4.4148e-002	
21	-4.	-2.6667	0.	-4.5964e-002	
22	-4.	-2.5965	0.	-4.7773e-002	
23	-4.	-2.5263	0.	-4.9546e-002	
24	-4.	-2.4561	0.	-5.1307e-002	
25	-4.	-2.386	0.	-5.2996e-002	
26	-4.	-2.3158	0.	-5.4649e-002	
27	-4.	-2.2456	0.	-5.6236e-002	
28	-4.	-2.1754	0.	-5.7717e-002	
29	-4.	-2.1053	0.	-5.9124e-002	
30	-4.	-2.0351	0.	-6.0411e-002	
31	-4.	-1.9649	0.	-6.1569e-002	
32	-4.	-1.8947	0.	-6.26e-002	
33	-4.	-1.8246	0.	-6.3457e-002	
34	-4.	-1.7544	0.	-6.4118e-002	
35	-4.	-1.6842	0.	-6.4608e-002	
36	-4.	-1.614	0.	-6.4877e-002	
37	-4.	-1.5439	0.	-6.4909e-002	
38	-4.	-1.4737	0.	-6.4739e-002	
39	-4.	-1.4035	0.	-6.4283e-002	
40	-4.	-1.3333	0.	-6.3555e-002	
41	-4.	-1.2632	0.	-6.2562e-002	
42	-4.	-1.193	0.	-6.1313e-002	
43	-4.	-1.1228	0.	-5.975e-002	
44	-4.	-1.0526	0.	-5.7881e-002	
45	-4.	-0.98246	0.	-5.5704e-002	
46	-4.	-0.91228	0.	-5.3239e-002	
47	-4.	-0.84211	0.	-5.0467e-002	
48	-4.	-0.77193	0.	-4.7446e-002	
49	-4.	-0.70175	0.	-4.4119e-002	
50	-4.	-0.63158	0.	-4.0573e-002	
51	-4.	-0.5614	0.	-3.6729e-002	
52	-4.	-0.49123	0.	-3.2657e-002	
53	-4.	-0.42105	0.	-2.8386e-002	
54	-4.	-0.35088	0.	-2.3962e-002	
