1	-4.	-4.	0.	-2.272e-005
2	-4.	4.	0.	-2.2724e-005
3	-4.	-3.9298	0.	6.7643e-006
4	-4.	-3.8596	0.	3.6302e-004
5	-4.	-3.7895	0.	1.0381e-003
6	-4.	-3.7193	0.	1.9153e-003
7	-4.	-3.6491	0.	2.901e-003
8	-4.	-3.5789	0.	3.9087e-003
9	-4.	-3.5088	0.	4.8833e-003
10	-4.	-3.4386	0.	5.8034e-003
11	-4.	-3.3684	0.	6.6533e-003
12	-4.	-3.2982	0.	7.3908e-003
13	-4.	-3.2281	0.	8.0017e-003
14	-4.	-3.1579	0.	8.4651e-003
15	-4.	-3.0877	0.	8.7834e-003
16	-4.	-3.0175	0.	8.925e-003
17	-4.	-2.9474	0.	8.9074e-003
18	-4.	-2.8772	0.	8.7275e-003
19	-4.	-2.807	0.	8.3451e-003
20	-4.	-2.7368	0.	7.796e-003
21	-4.	-2.6667	0.	7.0539e-003
22	-4.	-2.5965	0.	6.0956e-003
23	-4.	-2.5263	0.	4.9532e-003
24	-4.	-2.4561	0.	3.5957e-003
25	-4.	-2.386	0.	2.0563e-003
26	-4.	-2.3158	0.	3.1463e-004
27	-4.	-2.2456	0.	-1.6538e-003
28	-4.	-2.1754	0.	-3.7859e-003
29	-4.	-2.1053	0.	-6.1115e-003
30	-4.	-2.0351	0.	-8.6588e-003
31	-4.	-1.9649	0.	-1.1407e-002
32	-4.	-1.8947	0.	-1.4325e-002
33	-4.	-1.8246	0.	-1.7392e-002
34	-4.	-1.7544	0.	-2.0621e-002
35	-4.	-1.6842	0.	-2.3994e-002
36	-4.	-1.614	0.	-2.7511e-002
37	-4.	-1.5439	0.	-3.1168e-002
38	-4.	-1.4737	0.	-3.4932e-002
39	-4.	-1.4035	0.	-3.8771e-002
40	-4.	-1.3333	0.	-4.2646e-002
41	-4.	-1.2632	0.	-4.6549e-002
42	-4.	-1.193	0.	-5.0493e-002
43	-4.	-1.1228	0.	-5.4397e-002
44	-4.	-1.0526	0.	-5.827e-002
45	-4.	-0.98246	0.	-6.2093e-002
46	-4.	-0.91228	0.	-6.5811e-002
47	-4.	-0.84211	0.	-6.9419e-002
48	-4.	-0.77193	0.	-7.2863e-002
49	-4.	-0.70175	0.	-7.6106e-002
50	-4.	-0.63158	0.	-7.9117e-002
51	-4.	-0.5614	0.	-8.192e-002
52	-4.	-0.49123	0.	-8.4433e-002
53	-4.	-0.42105	0.	-8.6651e-002
54	-4.	-0.35088	0.	-8.8623e-002
55	-4.	-0.2807	0.	-9.024e-002
56	-4.	-0.21053	0.	-9.1524e-002
57	-4.	-0.14035	0.	-9.244e-002
58	-4.	-7.0175e-002	0.	-9.2997e-002
59	-4.	-1.2434e-014	0.	-9.3196e-002
60	-4.	7.0175e-002	0.	-9.2996e-002
61	-4.	0.14035	0.	-9.2438e-002
62	-4.	0.21053	0.	-9.1523e-002
63	-4.	0.2807	0.	-9.0237e-002
64	-4.	0.35088	0.	-8.8622e-002
65	-4.	0.42105	0.	-8.6651e-002
66	-4.	0.49123	0.	-8.4435e-002
67	-4.	0.5614	0.	-8.1919e-002
68	-4.	0.63158	0.	-7.9116e-002
69	-4.	0.70175	0.	-7.6106e-002
70	-4.	0.77193	0.	-7.2864e-002
71	-4.	0.84211	0.	-6.942e-002
72	-4.	0.91228	0.	-6.5809e-002
73	-4.	0.98246	0.	-6.2092e-002
74	-4.	1.0526	0.	-5.8269e-002
75	-4.	1.1228	0.	-5.4396e-002
76	-4.	1.193	0.	-5.0492e-002
77	-4.	1.2632	0.	-4.6547e-002
78	-4.	1.3333	0.	-4.2645e-002
79	-4.	1.4035	0.	-3.8769e-002
80	-4.	1.4737	0.	-3.4928e-002
81	-4.	1.5439	0.	-3.1165e-002
82	-4.	1.614	0.	-2.7507e-002
83	-4.	1.6842	0.	-2.3991e-002
84	-4.	1.7544	0.	-2.0617e-002
85	-4.	1.8246	0.	-1.739e-002
86	-4.	1.8947	0.	-1.4323e-002
87	-4.	1.9649	0.	-1.1406e-002
88	-4.	2.0351	0.	-8.6583e-003
89	-4.	2.1053	0.	-6.1086e-003
90	-4.	2.1754	0.	-3.7862e-003
91	-4.	2.2456	0.	-1.6542e-003
92	-4.	2.3158	0.	3.1392e-004
93	-4.	2.386	0.	2.0548e-003
94	-4.	2.4561	0.	3.5931e-003
95	-4.	2.5263	0.	4.9487e-003
96	-4.	2.5965	0.	6.0929e-003
97	-4.	2.6667	0.	7.049e-003
98	-4.	2.7368	0.	7.7906e-003
99	-4.	2.807	0.	8.3411e-003
100	-4.	2.8772	0.	8.7242e-003
101	-4.	2.9474	0.	8.9054e-003
102	-4.	3.0175	0.	8.9231e-003
103	-4.	3.0877	0.	8.7826e-003
104	-4.	3.1579	0.	8.4669e-003
105	-4.	3.2281	0.	8.0032e-003
106	-4.	3.2982	0.	7.3937e-003
107	-4.	3.3684	0.	6.6565e-003
