#Hole with N=4
#Group_ID Point_ID X_cord Y_cord Z_cord
1 1 0.599062 0.599062 0
1 2 0.567673 0.630483 0
1 3 0.536313 0.661812 0
1 4 0.50511 0.693046 0
1 5 0.47406 0.724064 0
1 6 0.443295 0.754861 0
1 7 0.412805 0.785319 0
1 8 0.382732 0.815425 0
1 9 0.353059 0.845064 0
1 10 0.323938 0.87422 0
1 11 0.295346 0.902776 0
1 12 0.267448 0.93071 0
1 13 0.240215 0.957905 0
1 14 0.21383 0.98433 0
1 15 0.188254 1.00986 0
1 16 0.163698 1.03447 0
1 17 0.14011 1.05801 0
1 18 0.117743 1.08042 0
1 19 0.0965325 1.10158 0
1 20 0.0767951 1.12138 0
1 21 0.0584537 1.13965 0
1 22 0.0419471 1.15623 0
1 23 0.0271893 1.1709 0
1 24 0.0149169 1.18328 0
1 25 0.00513248 1.19296 0
1 26 0 1.19777 0
1 27 -0.00513248 1.19296 0
1 28 -0.0149169 1.18328 0
1 29 -0.0271893 1.1709 0
1 30 -0.0419471 1.15623 0
1 31 -0.0584537 1.13965 0
1 32 -0.0767951 1.12138 0
1 33 -0.0965325 1.10158 0
1 34 -0.117743 1.08042 0
1 35 -0.14011 1.05801 0
1 36 -0.163698 1.03447 0
1 37 -0.188254 1.00986 0
1 38 -0.21383 0.98433 0
1 39 -0.240215 0.957905 0
1 40 -0.267448 0.93071 0
1 41 -0.295346 0.902776 0
1 42 -0.323938 0.87422 0
1 43 -0.353059 0.845064 0
1 44 -0.382732 0.815425 0
1 45 -0.412805 0.785319 0
1 46 -0.443295 0.754861 0
1 47 -0.47406 0.724064 0
1 48 -0.50511 0.693046 0
1 49 -0.536313 0.661812 0
1 50 -0.567673 0.630483 0
1 51 -0.599062 0.599062 0
1 52 -0.630483 0.567673 0
1 53 -0.661812 0.536313 0
1 54 -0.693046 0.50511 0
1 55 -0.724064 0.47406 0
1 56 -0.754861 0.443295 0
1 57 -0.785319 0.412805 0
1 58 -0.815425 0.382732 0
1 59 -0.845064 0.353059 0
1 60 -0.87422 0.323938 0
1 61 -0.902776 0.295346 0
1 62 -0.93071 0.267448 0
1 63 -0.957905 0.240215 0
1 64 -0.98433 0.21383 0
1 65 -1.00986 0.188254 0
1 66 -1.03447 0.163698 0
1 67 -1.05801 0.14011 0
1 68 -1.08042 0.117743 0
1 69 -1.10158 0.0965325 0
1 70 -1.12138 0.0767951 0
1 71 -1.13965 0.0584537 0
1 72 -1.15623 0.0419471 0
1 73 -1.1709 0.0271893 0
1 74 -1.18328 0.0149169 0
1 75 -1.19296 0.00513248 0
1 76 -1.19777 0 0
1 77 -1.19296 -0.00513248 0
1 78 -1.18328 -0.0149169 0
1 79 -1.1709 -0.0271893 0
1 80 -1.15623 -0.0419471 0
1 81 -1.13965 -0.0584537 0
1 82 -1.12138 -0.0767951 0
1 83 -1.10158 -0.0965325 0
1 84 -1.08042 -0.117743 0
1 85 -1.05801 -0.14011 0
1 86 -1.03447 -0.163698 0
1 87 -1.00986 -0.188254 0
1 88 -0.98433 -0.21383 0
1 89 -0.957905 -0.240215 0
1 90 -0.93071 -0.267448 0
1 91 -0.902776 -0.295346 0
1 92 -0.87422 -0.323938 0
1 93 -0.845064 -0.353059 0
1 94 -0.815425 -0.382732 0
1 95 -0.785319 -0.412805 0
1 96 -0.754861 -0.443295 0
1 97 -0.724064 -0.47406 0
1 98 -0.693046 -0.50511 0
1 99 -0.661812 -0.536313 0
1 100 -0.630483 -0.567673 0
1 101 -0.599062 -0.599062 0
1 102 -0.567673 -0.630483 0
1 103 -0.536313 -0.661812 0
1 104 -0.50511 -0.693046 0
1 105 -0.47406 -0.724064 0
1 106 -0.443295 -0.754861 0
1 107 -0.412805 -0.785319 0
1 108 -0.382732 -0.815425 0
1 109 -0.353059 -0.845064 0
1 110 -0.323938 -0.87422 0
1 111 -0.295346 -0.902776 0
1 112 -0.267448 -0.93071 0
1 113 -0.240215 -0.957905 0
1 114 -0.21383 -0.98433 0
1 115 -0.188254 -1.00986 0
1 116 -0.163698 -1.03447 0
1 117 -0.14011 -1.05801 0
1 118 -0.117743 -1.08042 0
1 119 -0.0965325 -1.10158 0
1 120 -0.0767951 -1.12138 0
1 121 -0.0584537 -1.13965 0
1 122 -0.0419471 -1.15623 0
1 123 -0.0271893 -1.1709 0
1 124 -0.0149169 -1.18328 0
1 125 -0.00513248 -1.19296 0
1 126 -1.11022e-016 -1.19777 0
1 127 0.00513248 -1.19296 0
1 128 0.0149169 -1.18328 0
1 129 0.0271893 -1.1709 0
1 130 0.0419471 -1.15623 0
1 131 0.0584537 -1.13965 0
1 132 0.0767951 -1.12138 0
1 133 0.0965325 -1.10158 0
1 134 0.117743 -1.08042 0
1 135 0.14011 -1.05801 0
1 136 0.163698 -1.03447 0
1 137 0.188254 -1.00986 0
1 138 0.21383 -0.98433 0
1 139 0.240215 -0.957905 0
1 140 0.267448 -0.93071 0
1 141 0.295346 -0.902776 0
1 142 0.323938 -0.87422 0
1 143 0.353059 -0.845064 0
1 144 0.382732 -0.815425 0
1 145 0.412805 -0.785319 0
1 146 0.443295 -0.754861 0
1 147 0.47406 -0.724064 0
1 148 0.50511 -0.693046 0
1 149 0.536313 -0.661812 0
1 150 0.567673 -0.630483 0
1 151 0.599062 -0.599062 0
1 152 0.630483 -0.567673 0
1 153 0.661812 -0.536313 0
1 154 0.693046 -0.50511 0
1 155 0.724064 -0.47406 0
1 156 0.754861 -0.443295 0
1 157 0.785319 -0.412805 0
1 158 0.815425 -0.382732 0
1 159 0.845064 -0.353059 0
1 160 0.87422 -0.323938 0
1 161 0.902776 -0.295346 0
1 162 0.93071 -0.267448 0
1 163 0.957905 -0.240215 0
1 164 0.98433 -0.21383 0
1 165 1.00986 -0.188254 0
1 166 1.03447 -0.163698 0
1 167 1.05801 -0.14011 0
1 168 1.08042 -0.117743 0
1 169 1.10158 -0.0965325 0
1 170 1.12138 -0.0767951 0
1 171 1.13965 -0.0584537 0
1 172 1.15623 -0.0419471 0
1 173 1.1709 -0.0271893 0
1 174 1.18328 -0.0149169 0
1 175 1.19296 -0.00513248 0
1 176 1.19777 -1.11022e-016 0
1 177 1.19296 0.00513248 0
1 178 1.18328 0.0149169 0
1 179 1.1709 0.0271893 0
1 180 1.15623 0.0419471 0
1 181 1.13965 0.0584537 0
1 182 1.12138 0.0767951 0
1 183 1.10158 0.0965325 0
1 184 1.08042 0.117743 0
1 185 1.05801 0.14011 0
1 186 1.03447 0.163698 0
1 187 1.00986 0.188254 0
1 188 0.98433 0.21383 0
1 189 0.957905 0.240215 0
1 190 0.93071 0.267448 0
1 191 0.902776 0.295346 0
1 192 0.87422 0.323938 0
1 193 0.845064 0.353059 0
1 194 0.815425 0.382732 0
1 195 0.785319 0.412805 0
1 196 0.754861 0.443295 0
1 197 0.724064 0.47406 0
1 198 0.693046 0.50511 0
1 199 0.661812 0.536313 0
1 200 0.630483 0.567673 0
