0.847213,7.70608e-018,1,-2.25375e-014,-0.899984,-2.25375e-014,-0.899984,4.90516e-016
0.847213,0.0177706,1,-7.82707e-014,-0.899937,-7.82707e-014,-0.899937,8.0755e-010
0.847213,0.0355356,1,-7.78266e-014,-0.899795,-7.78266e-014,-0.899795,1.61691e-009
0.847213,0.0532893,1,-3.747e-014,-0.899559,-3.747e-014,-0.899559,2.43022e-009
0.847213,0.0710262,1,9.91429e-014,-0.899228,9.91429e-014,-0.899228,3.24925e-009
0.847213,0.0887407,1,-7.22755e-014,-0.8988,-7.22755e-014,-0.8988,4.07605e-009
0.847213,0.106427,1,-6.88893e-014,-0.898273,-6.88893e-014,-0.898273,4.91261e-009
0.847213,0.12408,1,4.43534e-014,-0.897647,4.43534e-014,-0.897647,5.76113e-009
0.847213,0.141693,1,-4.78506e-014,-0.896919,-4.78506e-014,-0.896919,6.62376e-009
0.847213,0.159261,1,-2.26485e-014,-0.896086,-2.26485e-014,-0.896086,7.50261e-009
0.847213,0.176778,1,-5.32907e-015,-0.895146,-5.32907e-015,-0.895146,8.39993e-009
0.847213,0.194239,1,-6.63913e-014,-0.894094,-6.63913e-014,-0.894094,9.31851e-009
0.847213,0.211638,1,-5.58442e-014,-0.892928,-5.58442e-014,-0.892928,1.02606e-008
0.847213,0.228969,1,-4.44089e-016,-0.891643,-4.44089e-016,-0.891643,1.12291e-008
0.847213,0.246226,1,1.27676e-014,-0.890234,1.27676e-014,-0.890234,1.22268e-008
0.847213,0.263404,1,-5.34572e-014,-0.888696,-5.34572e-014,-0.888696,1.32569e-008
0.847213,0.280497,1,-2.47025e-014,-0.887023,-2.47025e-014,-0.887023,1.43224e-008
0.847213,0.297498,1,3.77476e-015,-0.885208,3.77476e-015,-0.885208,1.5427e-008
0.847213,0.314403,1,1.07137e-014,-0.883243,1.07137e-014,-0.883243,1.65748e-008
0.847213,0.331204,1,-8.29892e-014,-0.881121,-8.29892e-014,-0.881121,1.77693e-008
0.847213,0.347897,1,-1.20792e-013,-0.878833,-1.20792e-013,-0.878833,1.90155e-008
0.847213,0.364475,1,-8.7097e-014,-0.876369,-8.7097e-014,-0.876369,2.03178e-008
0.847213,0.380931,1,-8.83182e-014,-0.873716,-8.83182e-014,-0.873716,2.16818e-008
0.847213,0.397261,1,-2.19824e-014,-0.870864,-2.19824e-014,-0.870864,2.31129e-008
0.847213,0.413457,1,-1.17295e-013,-0.867798,-1.17295e-013,-0.867798,2.46175e-008
0.847213,0.429514,1,-2.92544e-014,-0.864503,-2.92544e-014,-0.864503,2.62025e-008
0.847213,0.445424,1,-9.29257e-014,-0.860962,-9.29257e-014,-0.860962,2.78753e-008
0.847213,0.461182,1,-1.31783e-013,-0.857156,-1.31783e-013,-0.857156,2.96445e-008
0.847213,0.476782,1,6.56142e-014,-0.853064,6.56142e-014,-0.853064,3.15189e-008
0.847213,0.492216,1,-9.65339e-014,-0.848662,-9.65339e-014,-0.848662,3.3509e-008
0.847213,0.507477,1,-2.96985e-014,-0.843924,-2.96985e-014,-0.843924,3.56261e-008
0.847213,0.52256,1,1.67089e-014,-0.838818,1.67089e-014,-0.838818,3.78825e-008
0.847213,0.537456,1,2.66454e-015,-0.833312,2.66454e-015,-0.833312,4.02922e-008
0.847213,0.55216,1,-1.1785e-013,-0.827367,-1.1785e-013,-0.827367,4.28708e-008
0.847213,0.566663,1,-8.50431e-014,-0.820939,-8.50431e-014,-0.820939,4.56358e-008
0.847213,0.580958,1,-1.19627e-013,-0.813978,-1.19627e-013,-0.813978,4.86065e-008
0.847213,0.595037,1,-1.10467e-013,-0.806427,-1.10467e-013,-0.806427,5.18045e-008
0.847213,0.608893,1,-9.80327e-014,-0.798219,-9.80327e-014,-0.798219,5.52541e-008
0.847213,0.622518,1,-1.23013e-013,-0.789278,-1.23013e-013,-0.789278,5.89825e-008
0.847213,0.635903,1,-9.94205e-014,-0.779516,-9.94205e-014,-0.779516,6.30202e-008
0.847213,0.649039,1,-1.77525e-013,-0.768827,-1.77525e-013,-0.768827,6.74004e-008
0.847213,0.661917,1,-2.19103e-013,-0.757088,-2.19103e-013,-0.757088,7.21604e-008
0.847213,0.674529,1,-1.98341e-013,-0.744155,-1.98341e-013,-0.744155,7.73409e-008
0.847213,0.686863,1,-5.58442e-014,-0.729852,-5.58442e-014,-0.729852,8.2985e-008
0.847213,0.69891,1,-9.9587e-014,-0.713969,-9.9587e-014,-0.713969,8.91383e-008
0.847213,0.71066,1,-9.48686e-014,-0.69625,-9.48686e-014,-0.69625,9.58454e-008
0.847213,0.722099,1,-1.93567e-013,-0.676381,-1.93567e-013,-0.676381,1.03146e-007
0.847213,0.733216,1,-3.16247e-013,-0.653968,-3.16247e-013,-0.653968,1.11067e-007
0.847213,0.743998,1,-1.08691e-013,-0.628519,-1.08691e-013,-0.628519,1.19605e-007
0.847213,0.754431,1,-1.88849e-013,-0.599401,-1.88849e-013,-0.599401,1.28702e-007
