1	-1.77636e-015	3	2.08167e-017
1	2.99991e-005	2.99994	-4.11417e-005
1	5.99965e-005	2.99988	-8.22812e-005
1.00001	8.99921e-005	2.99981	-0.000123418
1.00001	0.000119986	2.99975	-0.000164553
1.00001	0.000149978	2.99969	-0.000205686
1.00001	0.000179969	2.99963	-0.000246817
1.00001	0.000209957	2.99957	-0.000287945
1.00002	0.000239944	2.9995	-0.000329071
1.00002	0.000269929	2.99944	-0.000370195
1.00002	0.000299913	2.99938	-0.000411316
1.00002	0.000329894	2.99932	-0.000452435
1.00002	0.000359874	2.99926	-0.000493552
1.00003	0.000389852	2.99919	-0.000534667
1.00003	0.000419829	2.99913	-0.00057578
1.00003	0.000449803	2.99907	-0.00061689
1.00003	0.000479776	2.99901	-0.000657998
1.00003	0.000509748	2.99895	-0.000699104
1.00004	0.000539717	2.99888	-0.000740207
1.00004	0.000569685	2.99882	-0.000781308
1.00004	0.000599651	2.99876	-0.000822408
1.00004	0.000629615	2.9987	-0.000863504
1.00004	0.000659577	2.99864	-0.000904599
1.00005	0.000689538	2.99857	-0.000945691
1.00005	0.000719497	2.99851	-0.000986781
1.00005	0.000749454	2.99845	-0.00102787
1.00005	0.00077941	2.99839	-0.00106895
1.00005	0.000809363	2.99833	-0.00111004
1.00006	0.000839315	2.99827	-0.00115112
1.00006	0.000869265	2.9982	-0.0011922
1.00006	0.000899214	2.99814	-0.00123327
1.00006	0.000929161	2.99808	-0.00127435
1.00006	0.000959106	2.99802	-0.00131542
1.00007	0.000989049	2.99796	-0.00135649
1.00007	0.00101899	2.99789	-0.00139756
1.00007	0.00104893	2.99783	-0.00143862
1.00007	0.00107887	2.99777	-0.00147969
1.00007	0.0011088	2.99771	-0.00152075
1.00008	0.00113874	2.99765	-0.00156181
1.00008	0.00116867	2.99758	-0.00160286
1.00008	0.0011986	2.99752	-0.00164392
1.00008	0.00122853	2.99746	-0.00168497
1.00008	0.00125846	2.9974	-0.00172602
1.00009	0.00128839	2.99734	-0.00176707
1.00009	0.00131831	2.99727	-0.00180811
